Student_Name,Hours_Studied,Attendance,Parental_Involvement,Parental_Education_Level,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Distance_from_Home,Gender,Exam_Score
Sabuj Hasan,21,69.2,Low,High School,Low,Yes,5,57.7,Medium,No,2,Low,High,Private,Neutral,3,Yes,Near,Female,73.6
Lamia Khan,19,60.7,High,College,Low,No,7,72.9,Low,Yes,1,Low,Low,Public,Negative,2,No,Near,Female,65.2
Farhana Ahmed,10,54.1,High,Postgraduate,Low,Yes,5,81.6,Medium,Yes,2,Medium,Low,Private,Positive,2,Yes,Moderate,Male,67.4
Arif Chowdhury,23,86.4,Medium,Postgraduate,Low,No,9,79.5,Medium,No,3,High,Low,Public,Negative,2,Yes,Near,Female,81.4
Laboni Mia,10,76.0,High,College,Medium,Yes,9,97.8,Low,No,1,High,Low,Public,Neutral,4,No,Far,Female,77.1
Rakib Khan,29,81.3,High,High School,High,No,6,87.3,Low,No,1,High,Medium,Private,Neutral,5,No,Moderate,Male,99.3
Sumaiya Khan,15,58.4,Medium,Postgraduate,Low,Yes,5,67.1,High,Yes,0,Low,High,Public,Neutral,6,No,Far,Female,66.7
Mahmud Alam,35,100.0,Medium,College,High,No,9,100.0,Low,No,0,Medium,Medium,Public,Negative,1,No,Moderate,Male,100.0
Rakib Shaikh,3,92.4,Low,Postgraduate,High,No,7,61.5,High,No,1,Low,High,Private,Neutral,1,Yes,Near,Male,75.2
Sadia Rahman,15,72.0,High,Postgraduate,Medium,Yes,6,65.5,Medium,No,3,Low,Medium,Public,Negative,7,Yes,Moderate,Male,71.5
Sabuj Hasan,23,79.7,Low,High School,Medium,Yes,7,74.9,Low,Yes,0,High,High,Private,Negative,2,No,Near,Female,88.2
Mahmud Mia,29,75.8,Low,Postgraduate,High,Yes,9,63.9,Low,No,1,High,Medium,Public,Positive,1,No,Moderate,Male,89.5
Tanzim Bhuiyan,23,87.6,Medium,High School,Low,Yes,5,81.3,Medium,No,0,Low,Low,Public,Negative,2,No,Moderate,Male,80.9
Nusrat Bhuiyan,23,78.3,High,High School,High,Yes,9,62.3,Low,No,0,Medium,Low,Private,Positive,4,No,Far,Male,78.9
Sumaiya Hossain,22,86.5,Low,High School,Low,No,6,93.0,Medium,No,0,Low,Medium,Public,Negative,1,Yes,Near,Female,90.1
Tanvir Akter,3,75.0,High,College,Low,No,9,73.6,Low,Yes,4,High,Low,Private,Neutral,3,No,Moderate,Male,58.6
Rafi Akter,14,73.2,High,High School,Medium,No,8,73.0,Low,Yes,1,Medium,High,Private,Positive,5,No,Far,Female,78.6
Farhana Siddique,15,87.5,High,Postgraduate,Low,Yes,7,35.5,Low,No,1,Low,Low,Public,Neutral,4,No,Near,Male,59.7
Anika Jahan,29,77.6,Low,College,Low,No,9,65.6,High,No,1,Low,Low,Public,Positive,7,No,Moderate,Male,82.3
Sumaiya Akter,26,84.6,Medium,High School,Low,Yes,9,81.1,High,Yes,0,High,Medium,Private,Negative,7,No,Far,Male,100.0
Rafi Siddique,20,75.9,Medium,High School,Medium,Yes,5,90.8,High,Yes,0,Low,Low,Public,Neutral,2,No,Near,Male,86.3
Lamia Siddique,19,76.9,Low,High School,High,Yes,7,66.0,Low,Yes,2,Low,Medium,Private,Neutral,3,Yes,Near,Male,83.7
Lamia Khan,13,75.4,High,High School,Medium,No,6,91.1,Medium,Yes,1,Medium,Low,Private,Neutral,7,Yes,Moderate,Female,76.2
Fahim Shaikh,15,86.3,Medium,College,Low,Yes,7,63.8,Medium,No,2,Medium,High,Public,Positive,4,Yes,Moderate,Female,79.0
Arif Hasan,25,83.4,Medium,High School,Medium,Yes,8,65.0,Low,Yes,0,Low,High,Private,Negative,4,No,Far,Female,85.9
Sumaiya Chowdhury,20,97.6,High,College,Medium,Yes,7,63.9,Medium,Yes,1,Medium,Medium,Public,Neutral,7,No,Near,Female,88.2
Tasnim Siddique,24,84.4,High,College,High,No,5,83.7,High,No,2,High,Medium,Public,Positive,7,No,Near,Female,94.2
Tasnim Akter,26,76.5,High,Postgraduate,Low,No,5,61.6,High,Yes,0,Medium,High,Public,Neutral,1,No,Far,Male,86.6
Arafat Akter,27,94.5,High,College,Medium,Yes,9,58.8,High,No,0,Low,High,Public,Positive,5,Yes,Moderate,Female,89.0
Rafi Hasan,6,77.3,Medium,Postgraduate,Medium,No,7,88.0,High,Yes,4,Medium,Low,Public,Positive,1,No,Far,Female,76.7
Mehedi Ali,16,68.1,Medium,High School,Low,No,7,58.7,Low,No,4,High,High,Private,Positive,2,Yes,Near,Male,72.8
Sadia Jahan,20,46.1,Medium,High School,High,Yes,8,71.4,Low,Yes,2,High,Medium,Public,Negative,4,No,Near,Female,66.5
Nahid Hossain,26,91.8,High,High School,Low,No,8,86.1,Medium,Yes,3,Medium,Low,Private,Negative,4,No,Far,Male,97.5
Nusrat Shaikh,12,100.0,Low,College,Low,Yes,7,87.1,High,Yes,3,Medium,High,Public,Negative,5,No,Moderate,Female,90.1
Sumaiya Rahman,17,89.1,Medium,Postgraduate,Medium,No,5,58.5,Medium,No,0,High,Low,Private,Positive,1,No,Moderate,Female,78.5
Rakib Ali,15,69.3,High,College,High,No,9,91.1,Low,Yes,0,Medium,Low,Public,Positive,4,Yes,Far,Female,79.1
Mahmud Shaikh,21,100.0,High,College,Low,No,7,73.1,High,No,0,Low,Medium,Public,Positive,4,Yes,Moderate,Male,80.3
Fahim Akter,9,100.0,High,High School,High,Yes,9,86.8,Medium,Yes,1,Low,Medium,Public,Positive,7,Yes,Near,Female,86.5
Rakib Islam,26,97.0,Medium,High School,Medium,Yes,5,100.0,High,Yes,3,High,High,Public,Negative,2,No,Near,Female,100.0
Sajib Alam,6,70.5,Medium,College,Low,Yes,6,72.3,High,Yes,1,High,Medium,Private,Positive,5,Yes,Near,Female,61.3
Nahid Hossain,11,80.8,High,College,Medium,No,5,76.1,High,Yes,2,Low,High,Private,Positive,1,No,Near,Female,77.9
Arafat Rahman,20,79.5,High,Postgraduate,Low,No,9,60.7,High,No,0,High,Low,Private,Negative,5,No,Moderate,Male,74.4
Mahmud Ali,6,89.0,Medium,College,Medium,Yes,7,73.1,Medium,Yes,1,Medium,High,Public,Positive,2,No,Far,Female,74.4
Anika Ali,16,100.0,Low,College,High,Yes,6,81.8,Medium,No,0,Medium,Low,Private,Negative,4,No,Moderate,Female,84.9
Anika Mia,5,94.3,Medium,High School,Medium,Yes,7,80.0,Low,Yes,1,Low,High,Public,Positive,7,Yes,Far,Female,77.8
Mehedi Shaikh,9,65.2,High,College,Medium,No,9,65.8,Medium,No,0,Low,High,Private,Neutral,4,No,Moderate,Male,66.2
Nusrat Islam,19,71.8,Medium,Postgraduate,Low,Yes,6,91.3,High,Yes,0,Medium,Medium,Private,Positive,2,Yes,Moderate,Male,80.3
Mahmud Mia,29,76.4,High,High School,Medium,Yes,7,68.2,High,No,1,Medium,High,Public,Positive,4,No,Near,Male,98.7
Mehedi Shaikh,23,79.8,Low,Postgraduate,High,No,8,78.7,Medium,Yes,0,Low,High,Private,Negative,3,No,Near,Female,99.6
Nahid Islam,2,74.1,High,Postgraduate,Medium,No,5,80.3,High,No,4,High,High,Public,Neutral,1,Yes,Moderate,Male,69.2
Arafat Hossain,33,88.0,Medium,Postgraduate,High,No,8,72.1,High,No,0,High,Low,Public,Positive,4,No,Far,Male,100.0
Sumaiya Ahmed,24,83.9,High,High School,Low,Yes,6,65.8,Medium,No,1,High,Low,Public,Neutral,6,Yes,Near,Male,81.7
Nusrat Islam,2,95.7,High,Postgraduate,Low,Yes,5,79.6,Low,Yes,2,Low,High,Private,Neutral,5,No,Far,Male,72.7
Tanvir Ali,9,73.5,Low,High School,Low,Yes,5,70.0,High,No,1,High,Medium,Private,Positive,5,No,Near,Female,61.5
Anika Akter,29,97.4,High,College,Low,No,6,71.7,High,Yes,0,High,Medium,Private,Positive,1,No,Far,Male,92.2
Mahmud Islam,22,78.0,Medium,High School,Low,No,7,72.7,High,No,0,Low,High,Public,Positive,4,Yes,Near,Female,80.7
Mehedi Chowdhury,21,94.2,Medium,High School,Medium,Yes,7,74.2,High,Yes,2,High,Medium,Public,Positive,5,No,Far,Male,87.0
Laboni Hasan,21,90.3,Low,College,Low,Yes,9,56.2,Medium,Yes,2,Medium,Medium,Private,Negative,4,No,Far,Male,85.3
Arafat Rahman,35,86.2,High,High School,Medium,No,5,96.8,Medium,Yes,3,Low,Medium,Public,Negative,7,Yes,Near,Female,100.0
Nusrat Islam,21,79.0,High,Postgraduate,Medium,No,5,90.8,High,No,1,High,Medium,Public,Positive,2,No,Far,Male,91.8
Sajib Bhuiyan,25,79.4,Medium,High School,Medium,Yes,6,83.2,High,No,1,Low,High,Private,Neutral,4,No,Far,Male,94.3
Lamia Mia,4,83.7,Medium,High School,High,No,9,48.5,High,No,0,Low,Medium,Public,Positive,3,Yes,Moderate,Female,64.9
Tanvir Chowdhury,32,73.7,High,Postgraduate,Low,No,5,92.3,Medium,No,3,Low,High,Public,Neutral,2,No,Near,Male,96.7
Lamia Shaikh,18,89.0,Low,Postgraduate,Medium,Yes,9,64.1,High,No,4,Medium,Medium,Public,Neutral,2,No,Moderate,Male,91.5
Sabuj Mia,20,78.0,Medium,Postgraduate,High,Yes,7,92.0,High,No,0,Low,Medium,Public,Positive,7,No,Near,Male,96.8
Sadia Siddique,9,88.9,Medium,High School,Medium,Yes,7,80.3,Medium,No,1,High,Medium,Public,Neutral,3,No,Far,Male,67.9
Fahim Ahmed,17,77.9,Medium,High School,Low,No,5,94.9,High,Yes,3,Medium,High,Private,Negative,5,Yes,Near,Female,88.6
Rakib Rahman,18,72.9,Medium,College,Low,No,5,88.7,Low,Yes,0,Low,Medium,Public,Neutral,5,Yes,Moderate,Male,82.6
Laboni Alam,17,75.9,Low,College,Low,No,7,65.7,Medium,Yes,0,Medium,Low,Public,Positive,4,Yes,Moderate,Female,67.6
Mehedi Siddique,4,97.8,Medium,High School,Medium,No,5,75.0,High,No,0,Low,Medium,Public,Negative,2,No,Far,Male,71.1
Anika Shaikh,14,94.1,Low,College,Medium,Yes,8,75.4,High,No,1,High,Medium,Public,Negative,5,No,Near,Female,82.2
Fahim Bhuiyan,20,87.3,High,Postgraduate,Low,Yes,9,87.3,Medium,Yes,0,Low,Medium,Private,Negative,1,No,Near,Female,79.4
Farhana Shaikh,18,91.4,High,College,Medium,No,6,65.2,High,No,1,Medium,High,Public,Neutral,5,Yes,Near,Female,87.3
Sadia Mia,23,87.6,High,High School,Low,Yes,9,64.1,Medium,No,3,Low,Low,Private,Positive,5,Yes,Far,Male,81.3
Mehedi Jahan,4,74.7,High,Postgraduate,High,No,5,83.5,Low,Yes,0,Medium,Low,Public,Negative,5,No,Near,Female,64.4
Mahmud Hossain,2,77.5,Low,College,Medium,No,5,59.5,High,No,1,Medium,Medium,Public,Negative,3,No,Far,Female,52.3
Nusrat Ahmed,22,67.8,Medium,College,Medium,Yes,6,82.5,High,Yes,0,Low,Medium,Public,Neutral,3,No,Near,Female,86.1
Fahim Ahmed,16,73.7,High,High School,Medium,No,9,57.8,Low,No,2,Low,Medium,Private,Neutral,7,No,Far,Male,63.9
Sadia Rahman,32,71.7,Medium,Postgraduate,Medium,No,6,81.4,High,Yes,0,High,High,Private,Negative,6,Yes,Near,Male,93.8
Nahid Hossain,11,73.0,Low,Postgraduate,High,Yes,5,53.5,Low,No,2,Medium,Low,Private,Negative,2,Yes,Near,Male,65.6
Mahmud Chowdhury,24,93.7,High,Postgraduate,Medium,Yes,6,68.7,High,No,0,Low,Medium,Private,Neutral,5,Yes,Moderate,Male,95.7
Tanvir Mia,13,98.0,Low,College,Low,No,9,57.2,High,No,0,High,Low,Public,Positive,4,No,Near,Female,76.1
Arif Bhuiyan,24,95.4,Medium,College,High,Yes,9,88.7,Medium,Yes,0,High,Low,Public,Negative,6,No,Far,Female,100.0
Laboni Ahmed,38,74.6,Medium,High School,Medium,Yes,6,52.5,High,Yes,1,High,Medium,Public,Negative,3,No,Moderate,Male,87.3
Sadia Ahmed,29,84.5,Low,Postgraduate,Low,No,6,87.0,Low,No,1,Medium,High,Public,Negative,4,No,Far,Female,99.1
Nahid Ahmed,12,73.9,Medium,High School,High,No,8,63.2,Low,Yes,3,Medium,Medium,Public,Positive,6,No,Far,Male,77.6
Tanvir Ali,16,92.7,High,Postgraduate,High,No,6,86.6,High,No,2,Low,Low,Private,Negative,6,Yes,Near,Female,100.0
Sumaiya Rahman,25,100.0,Low,College,Low,Yes,7,50.8,Medium,Yes,2,High,Low,Private,Negative,1,Yes,Far,Male,82.8
Anika Islam,25,69.6,Low,College,High,Yes,5,82.7,High,No,2,Low,Low,Public,Negative,6,Yes,Far,Female,89.6
Laboni Islam,22,70.1,High,High School,High,Yes,5,62.1,Low,Yes,1,High,Medium,Private,Negative,3,No,Near,Male,84.8
Sadia Akter,18,88.4,High,High School,Low,Yes,6,69.6,Low,Yes,0,Low,High,Private,Positive,3,Yes,Far,Female,78.4
Sajib Khan,11,100.0,Low,High School,Low,Yes,5,56.1,High,Yes,0,Low,High,Private,Positive,5,No,Far,Female,74.5
Sumaiya Islam,21,82.9,Low,High School,Low,No,8,96.7,Low,No,1,Low,Medium,Private,Negative,2,Yes,Far,Male,95.7
Nusrat Jahan,6,94.7,Low,College,Medium,No,9,71.6,Low,Yes,0,Low,High,Private,Negative,3,No,Near,Female,75.6
Nahid Islam,12,94.4,High,College,Low,No,7,100.0,High,No,4,Low,High,Private,Positive,7,No,Moderate,Female,96.1
Arafat Bhuiyan,25,94.7,Low,High School,High,No,7,79.1,Low,No,0,Low,Medium,Public,Neutral,2,No,Far,Female,97.7
Arafat Rahman,25,68.3,Low,High School,Medium,No,8,91.0,Medium,No,0,High,Medium,Private,Neutral,4,No,Near,Male,93.6
Arif Khan,12,96.1,High,Postgraduate,Medium,Yes,6,83.3,High,No,1,High,High,Public,Neutral,3,No,Far,Male,96.4
Sabuj Jahan,13,85.4,Low,College,High,No,9,95.5,Medium,No,2,Low,Low,Public,Negative,4,No,Moderate,Male,86.9
Farhana Jahan,12,98.3,Low,High School,High,Yes,9,90.4,Low,No,4,Medium,Low,Public,Neutral,1,No,Far,Male,95.9
Fahim Ali,24,100.0,High,High School,Low,Yes,8,75.4,Low,Yes,1,Low,Medium,Public,Negative,6,Yes,Near,Male,87.2
Sadia Mia,7,100.0,High,Postgraduate,Medium,Yes,9,69.4,Medium,No,1,Low,Medium,Private,Neutral,7,No,Near,Male,72.9
Mehedi Siddique,19,85.3,Low,High School,Medium,No,7,89.0,Medium,No,4,High,High,Private,Positive,1,No,Moderate,Male,96.7
Laboni Chowdhury,30,86.1,Low,Postgraduate,Low,No,8,57.1,Medium,Yes,1,High,High,Public,Negative,3,No,Far,Female,83.9
Rafi Ali,29,95.7,Medium,High School,Low,No,5,62.9,Medium,Yes,2,Low,High,Private,Negative,2,No,Moderate,Female,93.2
Anika Islam,21,69.7,High,High School,Low,Yes,5,89.4,Low,Yes,2,High,High,Public,Neutral,5,No,Near,Female,89.1
Lamia Shaikh,19,95.0,High,College,Low,Yes,7,84.4,Low,No,0,Medium,Medium,Public,Neutral,7,Yes,Far,Male,90.2
Rafi Mia,36,69.8,Medium,High School,High,Yes,7,68.9,High,Yes,0,Low,Low,Private,Neutral,2,Yes,Moderate,Male,100.0
Sadia Akter,40,74.3,Medium,High School,High,Yes,7,62.1,Low,Yes,0,High,High,Public,Negative,3,No,Moderate,Male,100.0
Tasnim Hasan,21,71.2,Medium,High School,High,Yes,6,52.3,High,Yes,2,High,Medium,Public,Negative,7,Yes,Near,Male,81.5
Anika Siddique,35,81.8,Low,College,Low,Yes,5,62.3,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,Moderate,Male,88.3
Rakib Ahmed,32,88.9,Medium,College,Medium,No,9,93.6,High,Yes,1,Medium,Low,Public,Positive,6,No,Moderate,Female,100.0
Sadia Khan,24,71.0,Medium,Postgraduate,High,No,6,45.6,Medium,No,4,Medium,Medium,Public,Positive,6,No,Far,Male,85.2
Arif Shaikh,11,96.8,Low,High School,Medium,Yes,8,60.5,Medium,No,2,Medium,Low,Private,Negative,6,No,Moderate,Female,82.1
Arif Alam,2,67.9,Medium,High School,Low,No,7,77.1,Low,Yes,4,Medium,High,Public,Neutral,5,No,Near,Female,58.6
Fahim Jahan,15,80.0,High,Postgraduate,Medium,Yes,9,75.1,Low,No,0,Low,Medium,Private,Negative,7,No,Moderate,Male,66.3
Rafi Shaikh,3,73.8,Medium,College,Medium,No,5,61.0,Low,No,3,Medium,Low,Public,Negative,3,No,Near,Male,58.6
Rafi Hossain,5,65.7,Medium,Postgraduate,Medium,No,7,64.1,Medium,Yes,2,Low,High,Public,Positive,2,No,Moderate,Female,68.6
Mahmud Rahman,21,88.1,Medium,College,Medium,No,5,100.0,High,No,1,High,High,Public,Positive,6,Yes,Near,Male,99.0
Lamia Hasan,6,69.7,Low,College,High,Yes,8,70.1,High,No,0,Low,High,Private,Negative,3,Yes,Moderate,Male,65.2
Laboni Mia,13,90.1,Low,College,Low,Yes,6,75.1,High,Yes,1,Medium,Medium,Public,Negative,3,No,Far,Female,74.7
Mahmud Jahan,21,94.3,High,Postgraduate,Low,No,8,89.5,Medium,Yes,1,High,Medium,Public,Neutral,4,Yes,Far,Female,87.7
Tasnim Rahman,20,72.5,High,College,High,No,8,71.1,Medium,No,0,Low,Low,Public,Neutral,3,No,Far,Female,83.1
Sumaiya Akter,19,81.1,Medium,Postgraduate,High,Yes,8,100.0,Low,No,0,Low,Low,Public,Negative,5,Yes,Far,Male,86.8
Lamia Bhuiyan,29,85.8,Low,Postgraduate,Medium,No,8,73.4,Medium,Yes,2,Low,Low,Public,Neutral,4,Yes,Near,Female,92.2
Rafi Shaikh,23,88.8,Medium,High School,High,No,5,76.7,Medium,Yes,0,Low,Medium,Private,Neutral,2,Yes,Near,Male,91.3
Tasnim Ali,24,72.2,High,Postgraduate,High,No,5,72.6,Medium,Yes,1,High,Medium,Public,Positive,7,Yes,Near,Female,84.5
Lamia Chowdhury,25,83.5,Low,Postgraduate,Medium,Yes,9,70.9,High,No,3,Low,Low,Private,Neutral,1,No,Far,Male,100.0
Lamia Bhuiyan,15,92.1,Medium,Postgraduate,Medium,Yes,5,71.6,High,Yes,2,Low,Low,Private,Negative,5,Yes,Near,Male,80.7
Arif Alam,15,80.2,Low,Postgraduate,Medium,No,9,85.8,Low,Yes,1,Low,High,Public,Neutral,7,No,Moderate,Male,84.2
Farhana Mia,17,64.6,Medium,College,High,Yes,5,78.6,Low,Yes,1,Low,Medium,Public,Negative,2,Yes,Far,Male,82.7
Anika Ahmed,22,98.6,Low,High School,Low,Yes,5,80.2,Medium,No,2,Low,Medium,Public,Neutral,2,Yes,Near,Female,95.7
Sumaiya Chowdhury,7,100.0,Medium,Postgraduate,Medium,Yes,9,74.7,Low,Yes,2,Low,Low,Private,Negative,5,No,Moderate,Female,79.8
Arif Shaikh,24,66.7,Low,Postgraduate,High,Yes,5,56.0,Medium,Yes,0,High,Low,Public,Positive,2,No,Near,Female,77.9
Sabuj Rahman,31,88.7,Low,High School,Low,No,8,52.4,High,No,2,Low,High,Public,Neutral,6,No,Moderate,Female,94.0
Fahim Chowdhury,19,72.3,High,College,Low,No,8,68.6,Medium,No,0,Low,Low,Public,Positive,4,No,Near,Male,68.2
Rakib Chowdhury,15,80.4,High,Postgraduate,Medium,No,8,78.0,Medium,No,1,Low,High,Public,Positive,2,No,Moderate,Male,70.8
Tanzim Siddique,28,77.5,Medium,Postgraduate,Medium,Yes,7,74.3,Medium,Yes,0,Low,High,Private,Neutral,2,No,Moderate,Male,86.1
Arafat Jahan,21,73.2,High,College,Medium,No,9,88.2,Low,Yes,1,High,Medium,Public,Negative,7,No,Near,Female,85.8
Sajib Alam,21,66.0,Low,Postgraduate,Low,Yes,9,68.2,Medium,Yes,4,High,Medium,Public,Positive,6,No,Far,Male,77.1
Sumaiya Akter,16,91.9,Medium,College,Medium,No,8,51.1,Low,Yes,1,Medium,Low,Public,Neutral,2,Yes,Near,Male,74.5
Nahid Rahman,27,56.7,High,College,Low,Yes,9,90.2,High,No,1,Medium,Low,Private,Negative,5,No,Moderate,Male,90.3
Tanzim Rahman,2,78.1,High,High School,Low,No,9,75.5,Medium,No,2,Medium,Low,Private,Positive,7,No,Moderate,Male,61.5
Sajib Khan,12,62.8,High,High School,Medium,Yes,5,69.4,Medium,No,0,High,High,Private,Neutral,7,No,Near,Male,64.8
Sabuj Islam,24,94.5,Low,College,High,Yes,5,54.3,High,Yes,4,High,Medium,Public,Negative,3,No,Far,Male,100.0
Tanzim Hossain,18,77.7,Low,College,Low,Yes,7,90.5,Medium,Yes,4,High,Medium,Private,Neutral,7,Yes,Near,Male,83.2
Sadia Bhuiyan,24,77.8,High,College,High,Yes,8,67.1,Medium,No,1,High,High,Public,Positive,2,Yes,Moderate,Female,92.2
Arafat Ahmed,22,81.3,Medium,Postgraduate,Low,Yes,5,81.0,Medium,Yes,1,Low,High,Public,Positive,6,Yes,Near,Male,83.7
Mahmud Khan,15,100.0,Medium,High School,Medium,No,9,90.8,Low,No,3,High,Medium,Public,Positive,1,Yes,Far,Male,94.8
Sadia Jahan,13,87.1,Medium,College,Medium,Yes,9,91.9,High,Yes,1,Medium,High,Public,Neutral,6,Yes,Near,Female,80.2
Nusrat Islam,21,82.1,Medium,High School,High,Yes,7,79.6,Low,No,1,Low,Low,Public,Neutral,3,Yes,Far,Female,86.3
Nusrat Alam,15,67.9,High,High School,Medium,No,5,71.2,Medium,No,1,Low,Low,Public,Neutral,1,Yes,Moderate,Female,78.7
Rafi Mia,29,61.2,Medium,High School,Medium,No,6,57.5,Low,No,1,High,Medium,Public,Positive,1,Yes,Near,Male,79.4
Farhana Hossain,36,100.0,Low,High School,High,Yes,5,83.5,Medium,No,0,Low,Low,Public,Positive,2,Yes,Moderate,Female,100.0
Tanvir Khan,29,74.5,Low,High School,Low,No,7,51.3,Medium,Yes,2,Low,High,Private,Positive,7,No,Far,Female,84.0
Farhana Islam,31,85.8,Medium,Postgraduate,Low,Yes,5,83.6,Low,Yes,1,High,Low,Private,Neutral,2,Yes,Moderate,Female,100.0
Tanvir Alam,16,74.7,Low,High School,High,Yes,5,99.3,Low,No,1,Low,High,Private,Neutral,5,Yes,Near,Male,85.1
Anika Ali,5,81.6,Low,Postgraduate,High,No,9,83.0,Low,No,0,Medium,Low,Public,Negative,3,Yes,Far,Female,71.7
Fahim Ahmed,12,81.3,Medium,College,Low,No,6,85.9,Medium,Yes,1,Medium,Medium,Private,Positive,6,No,Near,Female,82.1
Sadia Rahman,27,82.6,Medium,High School,Low,Yes,7,77.2,High,Yes,3,Low,High,Private,Neutral,6,Yes,Far,Male,100.0
Arif Alam,30,86.7,Medium,Postgraduate,Low,No,9,95.8,Medium,No,4,Medium,High,Private,Neutral,5,No,Near,Male,100.0
Sajib Ali,9,85.4,High,High School,Medium,Yes,9,62.4,Medium,Yes,0,Medium,High,Private,Neutral,3,No,Moderate,Male,66.3
Nahid Siddique,24,60.0,High,High School,Medium,Yes,5,52.2,Medium,No,2,Low,Medium,Public,Neutral,4,No,Moderate,Male,79.7
Anika Shaikh,20,66.5,Medium,College,High,No,6,64.3,Low,No,1,High,Low,Private,Negative,6,No,Near,Female,73.2
Mahmud Chowdhury,30,96.2,High,High School,Medium,Yes,7,72.5,Low,No,1,Medium,Low,Private,Neutral,5,Yes,Near,Female,100.0
Anika Islam,30,95.8,High,College,High,Yes,7,60.4,Medium,No,3,Low,High,Public,Positive,3,Yes,Far,Male,100.0
Arafat Ahmed,17,87.4,High,Postgraduate,Medium,Yes,9,67.4,High,Yes,3,High,Low,Private,Neutral,6,Yes,Far,Female,84.2
Tasnim Khan,36,82.0,Medium,College,Medium,Yes,6,84.9,Medium,No,2,Low,Medium,Private,Negative,5,No,Far,Female,100.0
Laboni Rahman,13,61.7,Low,Postgraduate,High,Yes,5,81.8,High,No,1,High,Medium,Public,Neutral,1,No,Moderate,Female,77.2
Tanzim Ahmed,25,90.8,High,High School,Medium,No,6,60.2,High,No,2,Low,Low,Private,Positive,5,No,Far,Male,90.4
Sadia Siddique,24,100.0,High,College,Low,No,5,74.3,Low,Yes,1,Medium,High,Public,Neutral,2,No,Near,Male,87.4
Nahid Alam,35,70.6,Low,Postgraduate,Low,Yes,8,62.3,Low,No,1,Medium,Low,Public,Neutral,4,No,Near,Female,89.4
Mehedi Ali,13,74.3,Low,Postgraduate,Medium,Yes,6,75.5,High,No,1,Low,High,Private,Positive,2,No,Near,Male,78.5
Laboni Mia,23,85.2,High,Postgraduate,Low,Yes,5,69.3,Medium,No,4,Medium,Medium,Private,Neutral,4,No,Moderate,Female,88.3
Sumaiya Ali,7,68.1,Medium,High School,Low,No,5,73.7,Medium,Yes,0,High,Medium,Public,Positive,3,No,Near,Female,53.8
Sadia Khan,13,68.6,High,College,Medium,Yes,6,77.6,Low,No,1,High,Low,Private,Positive,6,Yes,Far,Male,71.6
Sadia Rahman,15,87.1,High,Postgraduate,High,No,9,78.6,Medium,No,2,Low,Medium,Public,Neutral,6,Yes,Moderate,Female,87.0
Mehedi Hasan,20,57.0,High,Postgraduate,High,No,5,76.2,High,No,0,High,Medium,Public,Positive,7,Yes,Near,Male,87.3
Mehedi Jahan,27,74.6,Low,Postgraduate,Low,Yes,8,72.2,Medium,Yes,2,Low,High,Private,Neutral,1,No,Far,Female,88.8
Tanzim Hasan,25,89.1,Medium,High School,Low,Yes,8,72.0,High,Yes,3,Medium,Low,Private,Neutral,2,No,Far,Female,94.1
Lamia Siddique,23,73.3,Low,High School,Medium,Yes,5,85.8,Medium,Yes,0,Medium,Medium,Private,Negative,2,No,Near,Male,89.3
Tanzim Bhuiyan,19,82.9,Low,High School,Medium,Yes,9,75.0,Medium,No,1,Low,High,Public,Neutral,3,No,Far,Female,84.5
Tasnim Hasan,17,94.6,High,High School,Low,Yes,8,78.7,Medium,Yes,1,High,Medium,Private,Negative,2,No,Near,Male,80.5
Tanzim Hasan,24,71.8,High,College,Low,No,9,100.0,Low,Yes,1,Low,Medium,Private,Neutral,5,No,Near,Male,89.0
Laboni Ahmed,23,86.5,Medium,Postgraduate,Low,No,8,65.7,High,No,3,High,High,Public,Positive,3,No,Near,Female,91.6
Mahmud Rahman,29,94.7,Low,High School,Low,Yes,7,86.2,High,Yes,2,Medium,High,Private,Positive,1,No,Far,Male,100.0
Sumaiya Hasan,18,70.9,High,Postgraduate,Low,Yes,7,75.0,High,Yes,2,Low,Medium,Public,Neutral,4,Yes,Far,Male,77.8
Fahim Ahmed,12,72.0,Low,High School,Low,Yes,8,72.0,Low,No,2,Low,Low,Private,Positive,6,Yes,Moderate,Male,68.0
Sumaiya Siddique,11,78.4,Low,High School,Medium,Yes,5,74.3,Low,No,4,Medium,High,Private,Neutral,5,No,Near,Male,78.6
Sabuj Jahan,8,66.2,Medium,Postgraduate,High,Yes,6,77.9,High,Yes,1,Low,Low,Public,Positive,3,No,Near,Female,62.8
Tanzim Rahman,20,94.6,Medium,Postgraduate,High,No,5,58.1,Low,No,4,High,Medium,Public,Positive,3,No,Far,Male,91.5
Arif Jahan,18,80.7,Medium,Postgraduate,High,No,9,87.9,Medium,No,1,High,Low,Private,Positive,3,No,Far,Male,95.5
Sajib Mia,31,77.4,High,Postgraduate,Low,No,7,81.1,Low,No,2,Low,Medium,Private,Positive,6,No,Near,Male,91.1
Arif Jahan,10,54.2,Low,College,High,No,7,86.0,Low,No,1,Low,Low,Public,Positive,3,No,Moderate,Male,65.3
